Month,local_vwc_mean,local_z_score,site,smap_soil_moisture_mean,smap_z_score
2024-06-01,0.6396396573677509,-0.15342862354855002,Chirimachaya,0.2724545955657959,0.050692711407571624
2024-07-01,0.6256987007168459,-0.3390103523642741,Chirimachaya,0.25053073604020376,-0.4047541219683951
2024-08-01,0.5348130390948806,-1.548878414558577,Chirimachaya,0.2193155618564736,-1.0532189699876746
2024-09-01,0.3809208333333333,-3.597488299206565,Chirimachaya,0.19470775530984002,-1.5644221892433845
2024-10-01,0.41898006272401433,-3.090844618677059,Chirimachaya,0.2314879677949413,-0.8003490894463199
2024-11-01,0.27015219907407406,-5.072038085074776,Chirimachaya,0.2878267475714286,0.3700342007546834
2024-12-01,0.4724137544802867,-2.37953641067888,Chirimachaya,0.29524738437706427,0.5241907045771383
2025-01-01,0.5519016577060931,-1.3213950743291605,Chirimachaya,0.3654957096422872,1.9835312579438071
2025-02-01,0.5590952380952381,-1.225634279828322,Chirimachaya,0.3790925115879093,2.26599157853403
2025-03-01,0.5548931451612904,-1.2815724547222038,Chirimachaya,0.3757689502691069,2.1969478284401
2025-04-01,0.5762520833333333,-0.9972427081421102,Chirimachaya,0.37079278777043023,2.093572898047897
2025-05-01,0.5706335125448029,-1.0720370071647185,Chirimachaya,0.374327409531801,2.167001223316945
2025-06-01,0.5639983796296296,-1.1603637603534986,Chirimachaya,0.362594024091959,1.923251566140131
2025-07-01,0.5866827956989248,-0.8583892792089997,Chirimachaya,0.346052732919493,1.5796223490465224
2025-08-01,0.5584378360215054,-1.2343856027414757,Chirimachaya,0.3361399883945142,1.3736947340343741
2025-09-01,0.5693020833333334,-1.0897609655018399,Chirimachaya,0.321339159583052,1.0662219277225402
2025-10-01,0.5555104305370617,-1.2733551644689651,Chirimachaya,0.32132009756953817,1.0658259329533482
2015-01-01,0.5977839381720429,0.3747630754471031,Virgen,,
2015-02-01,0.5904556051587302,0.18579690749097588,Virgen,,
2015-03-01,0.603021505376344,0.5098173916485547,Virgen,0.34107617288827896,1.4762391603029508
2015-04-01,0.5988574074074073,0.4024432269163547,Virgen,0.33196617774665355,1.2869878820560527
2015-05-01,0.5943307571684587,0.2857203995314762,Virgen,0.32073093253758644,1.0535866031115824
2015-06-01,0.5991241898148149,0.4093223969969622,Virgen,0.31052069589495657,0.8414788790369614
2015-07-01,0.5980372983870967,0.38129614495476494,Virgen,0.2866994579953532,0.346615857505313
2015-08-01,0.5829373879928315,-0.008065555516781083,Virgen,0.2580139970466975,-0.2492966613531724
2015-09-01,0.563713888888889,-0.5037568612722737,Virgen,0.22362829303989804,-0.9636261791563171
2015-10-01,0.5667185259856631,-0.42628020222241814,Virgen,0.21238848182462874,-1.1971223124335082
2015-11-01,0.5928125,0.24657108159322333,Virgen,0.21992740277200934,-1.0405085707449995
2015-12-01,0.5783155241935484,-0.12724353083246215,Virgen,0.21988122693953974,-1.0414678287010282
2016-01-01,0.5708713037634409,-0.31919793649916645,Virgen,0.23758173241249975,-0.6737570632948228
2016-02-01,0.5920059865900383,0.22577457190830313,Virgen,0.2885932769497921,0.38595810218534904
2016-03-01,0.6021918682795698,0.48842462160291533,Virgen,0.3235892890201461,1.1129661757238687
2016-04-01,0.6052577546296296,0.5674806352839726,Virgen,0.3216521809498469,1.0727246418144334
2016-05-01,0.597230742935278,0.3604985511912942,Virgen,0.3034204870702759,0.6939789545034155
2016-06-01,0.6102471064814815,0.6961345458413297,Virgen,0.29988301545381546,0.6204914262699138
2016-07-01,0.5834088261648745,0.004090805914582719,Virgen,0.2696250230073929,-0.008088903208588
2016-08-01,0.5738092517921147,-0.24344090149212905,Virgen,0.24076469861451655,-0.607634039848196
2016-09-01,0.5668984953703703,-0.421639566362153,Virgen,0.22029016148298977,-1.0329726117591866
2016-10-01,0.5914065860215053,0.21031861100960364,Virgen,0.2098584218972152,-1.2496818437900568
2016-11-01,0.5387309027777778,-1.147960548651345,Virgen,0.2053409892444809,-1.3435271083191116
2016-12-01,0.5479359318996415,-0.910602465179529,Virgen,0.21297946055569952,-1.184845304758626
2017-01-01,0.5995520833333333,0.420355929226026,Virgen,0.26521149277687067,-0.09977569609074374
2017-02-01,0.6115631200396825,0.7300688715085437,Virgen,0.3059471148465361,0.746467186261796
2017-03-01,0.6153780241935484,0.8284388306474605,Virgen,0.3406172023425179,1.4667044941354497
2017-04-01,0.6077386574074074,0.6314524403502467,Virgen,0.3393027196327845,1.4393973958128807
2017-05-01,0.6096883960573476,0.6817278086401224,Virgen,0.3324303398689916,1.2966303981716651
2017-06-01,0.6022501157407407,0.48992657293490877,Virgen,0.30692044720053674,0.7666872181377757
2017-07-01,0.5882110215053763,0.1279187555482715,Virgen,0.27957096647831703,0.1985283875782372
2017-08-01,0.5819566532258065,-0.03335448416800258,Virgen,0.24864352434392895,-0.4439591072938627
2017-09-01,0.5425027777777778,-1.0507001261971913,Virgen,0.22595999607195455,-0.9151873191515981
2017-10-01,0.5600129334849346,-0.5991885725756921,Virgen,0.21417590434993464,-1.1599903499656246
2017-11-01,,,Virgen,0.2093448768680294,-1.2603502417090278
2017-12-01,0.5748401210440045,-0.21685922025036009,Virgen,0.2109749058201428,-1.2264879774628725
2018-01-01,0.6055126568100359,0.574053465441599,Virgen,0.2690733319689189,-0.0195497473260008
2018-02-01,0.559281001984127,-0.6180619358170651,Virgen,0.28797448373266626,0.3731032756469149
2018-03-01,0.5611325044802867,-0.5703196551340054,Virgen,0.309830367925667,0.8271379876789965
2018-04-01,0.6007645833333333,0.4516210857398704,Virgen,0.3118067880471547,0.8681961911719248
2018-05-01,0.6117355510752688,0.734515125789327,Virgen,0.30675637529742333,0.7632787841149368
2018-06-01,0.594658912037037,0.2941821012443675,Virgen,0.283853954449296,0.2875032921333716
2018-07-01,0.5988403897849462,0.4020044156753324,Virgen,0.2549500369256542,-0.3129474493492568
