Week,local_vwc_mean,local_z_score,site,smap_soil_moisture_mean,smap_z_score
2023-06-11,0.7010496031746032,0.6182082353363099,Chirimachaya,0.3007600185062204,0.6496725748030487
2023-06-18,0.6981626984126984,0.5822450833837481,Chirimachaya,0.2943331067051206,0.5170639845671908
2023-06-25,0.6741066468253968,0.28257068815292774,Chirimachaya,0.2850427175206797,0.3253723213518445
2023-07-02,0.7092837301587301,0.7207835484656085,Chirimachaya,0.27787957979100086,0.17757293878750893
2023-07-09,0.6928888888888889,0.5165474490951515,Chirimachaya,0.27313466955508503,0.07966964142580978
2023-07-16,0.6974370039682539,0.5732048615097619,Chirimachaya,0.27629077647413525,0.1447906360996847
2023-07-23,0.7021909722222222,0.6324266567526051,Chirimachaya,0.26957627758383745,0.006248166630872472
2023-07-30,0.6887554563492063,0.4650558777513892,Chirimachaya,0.25918749826295034,-0.2081069424245401
2023-08-06,0.6878923611111111,0.4543040075800047,Chirimachaya,0.24955767206847665,-0.4068023213850793
2023-08-13,0.6734032738095239,0.2738085318868244,Chirimachaya,0.241356632273112,-0.5760170794817079
2023-08-20,0.7018412698412698,0.6280702955624758,Chirimachaya,0.23313272292060508,-0.7457037126912692
2023-08-27,0.7162162698412698,0.8071445470376017,Chirimachaya,0.23378239146300722,-0.7322988874509743
2023-09-03,0.6610913151364765,0.12043428607335277,Chirimachaya,0.22883529109614234,-0.8343740404494924
2023-09-10,0.6261671626984128,-0.3146277282744341,Chirimachaya,0.21957290305622984,-1.0254879468174114
2023-09-17,0.5833754960317461,-0.8476980362887935,Chirimachaya,0.21239637290792804,-1.173563659570864
2023-09-24,0.5482480158730159,-1.2852929730284068,Chirimachaya,0.20627329046172752,-1.299903238550247
2023-10-01,0.5348869047619048,-1.4517368666700203,Chirimachaya,0.20239504639591485,-1.3799243270721073
2023-10-08,0.49708878968253967,-1.9226008085836184,Chirimachaya,0.19730322062969205,-1.4849856469535896
2023-10-15,0.4454464285714286,-2.5659272197405123,Chirimachaya,0.19497464836708134,-1.533031846211262
2023-10-22,0.43419295634920635,-2.7061155407624646,Chirimachaya,0.1908372143017394,-1.6184008874520206
2023-10-29,0.44357043650793654,-2.589297089273946,Chirimachaya,0.18805270508996075,-1.6758545841107386
2023-11-05,0.4140138888888889,-2.9574930295222845,Chirimachaya,0.18844483420252797,-1.6677636548406218
2023-11-12,0.3843224206349206,-3.327369721889368,Chirimachaya,0.18626697414687698,-1.712700159440147
2023-11-19,0.3855763888888889,-3.311748613962207,Chirimachaya,0.18578736776752128,-1.7225960359984032
2023-11-26,0.3704419642857143,-3.5002832753410047,Chirimachaya,0.1929134739828961,-1.5755607368785172
2023-12-03,0.37049454365079365,-3.4996282763535524,Chirimachaya,0.19237856487078323,-1.5865976929558456
2023-12-10,0.3553141439205955,-3.688735665485965,Chirimachaya,0.1877505891025066,-1.682088242891796
2023-12-17,0.43871676587301583,-2.6497609108986575,Chirimachaya,0.18622976461691512,-1.7134679159403585
2023-12-24,0.6406909722222223,-0.13369970608010465,Chirimachaya,0.2014670454497848,-1.3990720765686522
2023-12-31,0.6779047619047619,0.32988509614275,Chirimachaya,0.2179037856736353,-1.0599273961041045
2024-01-07,0.6529236111111112,0.018686426274211583,Chirimachaya,0.2550587289567504,-0.2932972008330278
2024-01-14,0.624219246031746,-0.338893586988819,Chirimachaya,0.25858662756425993,-0.2205049056661914
2024-01-21,0.6520744047619048,0.008107574703285941,Chirimachaya,0.26783392365489683,-0.029702396463704966
2024-01-28,0.6002202380952381,-0.6378573701106102,Chirimachaya,0.25756220040576794,-0.24164224899548703
2024-02-04,0.5263720238095237,-1.557809627222886,Chirimachaya,0.25806461886635845,-0.231275683243647
2024-02-11,0.5946617063492063,-0.7071018857086173,Chirimachaya,0.29079349817974226,0.4440300748040418
2024-02-18,0.6261810515873016,-0.31445470967397526,Chirimachaya,0.28936568754059927,0.4145695871172324
2024-02-25,0.6195009920634921,-0.39767047725905225,Chirimachaya,0.29636133941156517,0.558913178736286
2024-03-03,0.6092734491315136,-0.5250784490833136,Chirimachaya,0.3018661428775106,0.672495603660737
2024-03-10,0.637859623015873,-0.16897078363083115,Chirimachaya,0.3025515100785664,0.6866370110953853
2024-03-17,0.6287048611111111,-0.28301475827627254,Chirimachaya,0.2914998185421739,0.45860381572591175
2024-03-24,0.6379131944444444,-0.16830342617191762,Chirimachaya,0.29389671449150356,0.5080597601389428
2024-03-31,0.6012351190476191,-0.6252146538056369,Chirimachaya,0.2968602845711367,0.5692080787230052
2024-04-07,0.6533516865079365,0.02401910670978807,Chirimachaya,0.29931481767977985,0.6198532696479377
2024-04-14,0.6100327380952381,-0.5156197288862853,Chirimachaya,0.29025185108184814,0.4328540916444797
2024-04-21,0.623968253968254,-0.3420202802685426,Chirimachaya,0.2844929673842021,0.3140291455255025
2024-04-28,0.6689662698412698,0.21853526827588446,Chirimachaya,0.30185831817133085,0.6723341539182135
2024-05-05,0.6774241071428571,0.32389741671971944,Chirimachaya,0.3018263205885887,0.6716739372434392
2024-05-12,0.6566190476190475,0.06472173246778062,Chirimachaya,0.3022186335708414,0.6797686603574002
2024-05-19,0.6525510912698413,0.014045820240470333,Chirimachaya,0.30041365857635227,0.6425260161703092
2024-05-26,0.651625,0.0025091871312887424,Chirimachaya,0.2944423386028835,0.5193178023290353
2024-06-02,0.6235704365079365,-0.34697602732454796,Chirimachaya,0.286940726850714,0.3645345736589753
2024-06-09,0.643955334987593,-0.09303443173213632,Chirimachaya,0.2754982427826949,0.12843802713462346
2024-06-16,0.6741939484126984,0.2836582336415281,Chirimachaya,0.26859219691583086,-0.014056694257429064
2024-06-23,0.6422946428571429,-0.11372223696281429,Chirimachaya,0.2755226556743894,0.1289417463782313
2024-06-30,0.6072842261904763,-0.5498588740699852,Chirimachaya,0.26740913305963787,-0.03846724087515339
2024-07-07,0.6326299603174603,-0.2341184659393965,Chirimachaya,0.26095796695777346,-0.17157627809567305
2024-07-14,0.6424171626984128,-0.11219596573733576,Chirimachaya,0.2560742651777608,-0.2723433071482586
2024-07-21,0.6239776785714286,-0.341902874789659,Chirimachaya,0.2502713158194508,-0.39207747457278697
2024-07-28,0.610875496031746,-0.5051212073798593,Chirimachaya,0.24166483671537464,-0.5696577956051367
2024-08-04,0.6078710317460317,-0.5425488382005912,Chirimachaya,0.23164321349135464,-0.7764372518573297
2024-08-11,0.5780029761904761,-0.9146253384877973,Chirimachaya,0.22397190492068014,-0.9347218909350454
2024-08-18,0.543108134920635,-1.3493222136697183,Chirimachaya,0.2207821698061057,-1.0005367472548634
2024-08-25,0.5011151364764268,-1.872443240702254,Chirimachaya,0.21233125855880122,-1.17490718540552
2024-09-01,0.4618888888888889,-2.3610979137399095,Chirimachaya,0.21276369185319965,-1.165984646662821
2024-09-08,0.40942460317460316,-3.014663318502542,Chirimachaya,0.2026786495532308,-1.374072649619233
2024-09-15,0.3929652777777778,-3.2197027185179876,Chirimachaya,0.19540753268769806,-1.524100001295891
2024-09-22,0.36241815476190475,-3.600238592520495,Chirimachaya,0.19089203727032453,-1.6172697070652948
2024-09-29,0.35028422619047617,-3.7513950569644057,Chirimachaya,0.18738385689045697,-1.689655149539816
2024-10-06,0.41571378968253964,-2.9363167886732424,Chirimachaya,0.21148777380585668,-1.1923110844218836
2024-10-13,0.44921428571428573,-2.518989745130262,Chirimachaya,0.2222111475254808,-0.9710521788168225
2024-10-20,0.45541121031746035,-2.4417925531468683,Chirimachaya,0.2281738562243325,-0.8480216442439816
2024-10-27,0.3857638888888889,-3.3094128628560093,Chirimachaya,0.23987326717802454,-0.6066238405751095
2024-11-03,0.3533551587301587,-3.7131394085557616,Chirimachaya,0.26883007745657644,-0.009148426627645027
2024-11-10,0.31999801587301585,-4.128680652972575,Chirimachaya,0.2930378472166402,0.4903384684759936
2024-11-17,0.2665277777777778,-4.794777547797027,Chirimachaya,0.2922918732677187,0.47494654202972925
2024-11-24,0.22659871031746032,-5.292187486409628,Chirimachaya,0.2850006462207862,0.32450425034963837
2024-12-01,0.2305689484126984,-5.242728883621261,Chirimachaya,0.2870975083538464,0.3677694981061866
2024-12-08,0.33922420634920636,-3.889173476051392,Chirimachaya,0.28716815635561943,0.3692272016204155
2024-12-15,0.4879613095238095,-2.036304925263873,Chirimachaya,0.2963083673800741,0.5578201893449023
2024-12-22,0.503875,-1.8380626845521764,Chirimachaya,0.28871020142521175,0.4010447259753941
2024-12-29,0.5620580357142857,-1.1132568710505266,Chirimachaya,0.30282236263155937,0.6922256011252088
2025-01-05,0.6013690476190475,-0.6235462601583545,Chirimachaya,0.3290514828903334,1.233419687536599
2025-01-12,0.577827380952381,-0.9168127879364575,Chirimachaya,0.3639484462993486,1.9534602395774554
2025-01-19,0.5127931547619047,-1.7269662053502695,Chirimachaya,0.37525796943477224,2.1868133593404653
2025-01-26,0.5406760912698413,-1.3796190064572469,Chirimachaya,0.38026115724018644,2.2900457829513936
2025-02-02,0.5267514880952381,-1.5530825118889147,Chirimachaya,0.36405600926705767,1.9556796217552295
2025-02-09,0.5498789682539683,-1.264975645945928,Chirimachaya,0.36068688918437275,1.8861634562426255
2025-02-16,0.5801592261904761,-0.8877642007665287,Chirimachaya,0.384431178016322,2.376087196540256
2025-02-23,0.5613878968253968,-1.1216050185226762,Chirimachaya,0.3952930303556578,2.6002033771641897
2025-03-02,0.5599236111111111,-1.1398461223996452,Chirimachaya,0.38414657062717844,2.370214798440974
2025-03-09,0.5609503968253968,-1.1270551044371364,Chirimachaya,0.39008338696190287,2.492711087327698
2025-03-16,0.545437996031746,-1.3202983434427127,Chirimachaya,0.3842737413942814,2.3728387548086105
2025-03-23,0.543624503968254,-1.3428896292740806,Chirimachaya,0.3713880729462419,2.1069645091329847
2025-03-30,0.5570515873015873,-1.175623897280286,Chirimachaya,0.3557864714946065,1.7850515223126229
2025-04-06,0.5979315476190477,-0.6663683637719698,Chirimachaya,0.370399398463113,2.086564862542619
2025-04-13,0.5887876984126984,-0.7802763952313377,Chirimachaya,0.36762302475316183,2.029279028375498
2025-04-20,0.5393492063492064,-1.3961484620368176,Chirimachaya,0.3667665666767529,2.011607446498605
2025-04-27,0.5838467261904763,-0.8418277623446465,Chirimachaya,0.36917182749935556,2.0612359860998946
2025-05-04,0.5714315476190477,-0.9964878534478531,Chirimachaya,0.3894887641072273,2.4804420379116077
2025-05-11,0.5701884920634921,-1.0119730181889393,Chirimachaya,0.3756651463253157,2.1952147743750317
2025-05-18,0.5843387896825397,-0.835697960499812,Chirimachaya,0.3675316886178085,2.027394459779936
2025-05-25,0.5665644841269841,-1.0571185144372925,Chirimachaya,0.37705246784857344,2.2238398367839456
2025-06-01,0.5612544642857143,-1.1232672329342284,Chirimachaya,0.3673300929367542,2.0232348696237943
2025-06-08,0.5672207341269841,-1.0489433855656018,Chirimachaya,0.35758120247295927,1.8220827983371752
2025-06-15,0.5532559523809524,-1.222907409091455,Chirimachaya,0.36054497425045284,1.8832352786196942
2025-06-22,0.5840218253968253,-0.839646492131718,Chirimachaya,0.36533395679933683,1.9820479345461306
2025-06-29,0.550358134920635,-1.25900650423009,Chirimachaya,0.3660860173404217,1.9975654476553366
2025-07-06,0.5984265873015874,-0.66020148651275,Chirimachaya,0.3619063161313534,1.9113242945019968
2025-07-13,0.6164047619047619,-0.43624126668996116,Chirimachaya,0.3502284969602312,1.6703720012020042
2025-07-20,0.5845233134920635,-0.8333992848079986,Chirimachaya,0.34374777706606047,1.5366531708405253
2025-07-27,0.5684781746031745,-1.0332790229883277,Chirimachaya,0.33731745023812565,1.4039741172299984
2025-08-03,0.5354151785714286,-1.4451559806168455,Chirimachaya,0.33409878239035606,1.3375622822866333
2025-08-10,0.559594742063492,-1.143942955689087,Chirimachaya,0.3364837323980672,1.3867717421475036
2025-08-17,0.5450868055555556,-1.3246732423400347,Chirimachaya,0.33674777831350056,1.3922198885803143
2025-08-24,0.5565843253968255,-1.1814447373385868,Chirimachaya,0.3382452540099621,1.4231177983643322
2025-08-31,0.5861909722222222,-0.8126246942814516,Chirimachaya,0.3346618695982865,1.349180646305682
2025-09-07,0.5597757936507937,-1.141687534647388,Chirimachaya,0.3287312553397247,1.2268123269013342
2025-09-14,0.5623179563492063,-1.11001895152765,Chirimachaya,0.31948765580143246,1.036086089882181
2025-09-21,0.5652480158730159,-1.0735182060665192,Chirimachaya,0.3138896955975464,0.9205815312687072
2025-09-28,0.5939320436507937,-0.7161915414684483,Chirimachaya,0.3239204202379499,1.1275487800460067
2025-10-05,0.5543387896825397,-1.2094181374913788,Chirimachaya,0.3194140765283789,1.0345679044811391
2025-10-12,0.565670138888889,-1.068259676459709,Chirimachaya,0.3199864173574107,1.0463772015154225
2025-10-19,0.563953373015873,-1.0896460113235957,Chirimachaya,0.3267021993441241,1.1849461455356332
2025-10-26,0.528010101010101,-1.5374035438453661,Chirimachaya,0.31640374753624195,0.9724547938383113
2015-01-04,0.597228298611111,0.32972901507417257,Virgen,,
2015-01-11,0.5885500992063492,0.12375748350080545,Virgen,,
2015-01-18,0.5905178571428571,0.17046096391700705,Virgen,,
2015-01-25,0.6122480158730158,0.6862124310390016,Virgen,,
2015-02-01,0.601078869047619,0.42111985011346376,Virgen,,
2015-02-08,0.5968368055555555,0.32043717692986096,Virgen,,
2015-02-15,0.5961145833333333,0.30329569281441215,Virgen,,
2015-02-22,0.592000992063492,0.2056622259398052,Virgen,,
2015-03-01,0.5714335317460317,-0.28249333543588745,Virgen,,
2015-03-08,0.6065342261904761,0.5505992747712368,Virgen,,
2015-03-15,0.593297619047619,0.23643684096575796,Virgen,,
2015-03-22,0.6103576388888888,0.6413455382065986,Virgen,,
2015-03-29,0.6066641865079364,0.5536838000722301,Virgen,,
2015-04-05,0.6023859126984126,0.452141698083387,Virgen,0.33676734069983166,1.3926235257474795
2015-04-12,0.5897966269841269,0.15334302579622136,Virgen,0.3248448579439095,1.1466230080332633
2015-04-19,0.5944875992063491,0.26468026156531893,Virgen,0.3291032144001552,1.234487080835363
2015-04-26,0.6064999999999999,0.5497869379553255,Virgen,0.34060804333005634,1.4718700094509105
2015-05-03,0.6015808531746032,0.43303412341348996,Virgen,0.3280482276209763,1.2127191907764945
2015-05-10,0.5997311507936508,0.3891326163623137,Virgen,0.33336855098605156,1.3224951769539914
2015-05-17,0.5981676587301588,0.35202412877172506,Virgen,0.31932634274874416,1.0327576644788674
2015-05-24,0.5933695436507936,0.23814392557890418,Virgen,0.3148060366511345,0.9394886983580019
2015-05-31,0.5853159722222221,0.0469975408959048,Virgen,0.3130542077124119,0.9033426342625478
2015-06-07,0.5927748015873016,0.22402810177778815,Virgen,0.3099561578461102,0.8394195499002651
2015-06-14,0.6025168650793651,0.45524976937904854,Virgen,0.3085627928376198,0.8106697902679223
2015-06-21,0.5923869047619047,0.21482161786413226,Virgen,0.31899230235389303,1.0258652988740589
2015-06-28,0.6080912698412698,0.5875547133965101,Virgen,0.3077359305960791,0.7936088690100322
2015-07-05,0.5936448412698413,0.24467793909818703,Virgen,0.29686821677855085,0.569371746573942
2015-07-12,0.5972083333333333,0.3292551519315598,Virgen,0.2905695704477173,0.43940970007702895
2015-07-19,0.595563988095238,0.29022766577584647,Virgen,0.284914527620588,0.322727336877228
2015-07-26,0.6006458333333333,0.41084202344259446,Virgen,0.2831730603107384,0.28679506768668667
2015-08-02,0.6067499999999999,0.5557205286106729,Virgen,0.27858296994652065,0.1920862197840364
