Date,tdr_vwc_mean,tdr_vwc_std,tdr_samples,site,smap_soil_moisture_mean,smap_samples,has_tdr,has_smap,has_overlap,tdr_minus_smap
2015-06-24,0.6003159722222222,0.001387156779004859,288.0,Virgen,0.31016510725021357,8.0,True,True,True,0.29015086497200865
2015-06-25,0.6162916666666667,0.004054291828416256,288.0,Virgen,0.30749750882387156,8.0,True,True,True,0.3087941578427951
2015-06-26,0.6157916666666666,0.0011192020552240494,288.0,Virgen,0.30477941408753395,8.0,True,True,True,0.3110122525791327
2015-06-27,0.6118680555555556,0.0012701149651813727,288.0,Virgen,0.30269482731819153,8.0,True,True,True,0.30917322823736404
2015-06-28,0.6067291666666667,0.001190664909547723,288.0,Virgen,0.30100253969430923,8.0,True,True,True,0.3057266269723574
2015-06-29,0.6030694444444444,0.0007434056463942176,288.0,Virgen,0.29956697300076485,8.0,True,True,True,0.3035024714436796
2015-06-30,0.600267361111111,0.0010265011009538507,288.0,Virgen,0.29932361841201777,8.0,True,True,True,0.30094374269909324
2015-07-01,0.5966180555555556,0.001180542176144358,288.0,Virgen,0.29803795740008354,8.0,True,True,True,0.29858009815547204
2015-07-02,0.5927708333333332,0.0011056947931550362,288.0,Virgen,0.2970777228474617,8.0,True,True,True,0.29569311048587155
2015-07-03,0.5892847222222222,0.001130281297320168,288.0,Virgen,0.2960117645561695,8.0,True,True,True,0.29327295766605266
2015-07-04,0.5859027777777777,0.0006966264596704808,288.0,Virgen,0.29457554221153254,8.0,True,True,True,0.2913272355662451
2015-07-05,0.5876006944444444,0.003301926299314123,288.0,Virgen,0.2934839390218258,8.0,True,True,True,0.2941167554226186
2015-07-06,0.5964062499999999,0.000736004729381738,288.0,Virgen,0.2928409948945045,8.0,True,True,True,0.3035652551054954
2015-07-07,0.5963020833333332,0.0004599604209604884,288.0,Virgen,0.29307598993182177,8.0,True,True,True,0.30322609340151147
2015-07-08,0.5955104166666667,0.000500761615064406,288.0,Virgen,0.2918924465775489,8.0,True,True,True,0.3036179700891178
2015-07-09,0.5966666666666667,0.00047222506888068436,288.0,Virgen,0.29048205912113184,8.0,True,True,True,0.30618460754553484
2015-07-10,0.5966215277777778,0.0008425664456016928,288.0,Virgen,0.28936148062348366,8.0,True,True,True,0.3072600471542941
2015-07-11,0.5983854166666666,0.00048754076037941645,288.0,Virgen,0.2885019704699516,8.0,True,True,True,0.309883446196715
2015-07-12,0.6005659722222222,0.0016472408857879197,288.0,Virgen,0.28783205151557917,8.0,True,True,True,0.312733920706643
2015-07-13,0.6042673611111111,0.0006843527282043875,288.0,Virgen,0.28827453404664993,8.0,True,True,True,0.3159928270644612
2015-07-14,0.6001145833333333,0.0015541545423359477,288.0,Virgen,0.28584589809179306,8.0,True,True,True,0.3142686852415403
2015-07-15,0.5953194444444444,0.0013312265585589498,288.0,Virgen,0.2857208549976349,8.0,True,True,True,0.3095985894468095
