system:index,date,soil_moisture,timestamp,.geo
20210910_0130,2021-09-10,0.1974371373653412,2021-09-10 01:30:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210910_0430,2021-09-10,0.19811837375164032,2021-09-10 04:30:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210910_0730,2021-09-10,0.19851578772068024,2021-09-10 07:30:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210910_1030,2021-09-10,0.1989845335483551,2021-09-10 10:30:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210910_1330,2021-09-10,0.1932898312807083,2021-09-10 13:30:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210910_1630,2021-09-10,0.19063298404216766,2021-09-10 16:30:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210910_1930,2021-09-10,0.1907707154750824,2021-09-10 19:30:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210910_2230,2021-09-10,0.19573242962360382,2021-09-10 22:30:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210911_0130,2021-09-11,0.19879046082496643,2021-09-11 01:30:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210911_0430,2021-09-11,0.20030000805854797,2021-09-11 04:30:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210911_0730,2021-09-11,0.22453460097312927,2021-09-11 07:30:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210911_1030,2021-09-11,0.23914872109889984,2021-09-11 10:30:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210911_1330,2021-09-11,0.22887834906578064,2021-09-11 13:30:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210911_1630,2021-09-11,0.2324615865945816,2021-09-11 16:30:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210911_1930,2021-09-11,0.23546545207500458,2021-09-11 19:30:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210911_2230,2021-09-11,0.23232842981815338,2021-09-11 22:30:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210912_0130,2021-09-12,0.23290741443634033,2021-09-12 01:30:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210912_0430,2021-09-12,0.22971507906913757,2021-09-12 04:30:00,"{""type"":""MultiPoint"",""coordinates"":[]}"
